175000,,,258513,,,,83513
176250,,,259759,,,,83509
177500,,,260386,,,,82886
178750,,,261013,,,,82263
180000,,,262259,,,,82259
181250,,,263509,,,,82259
182500,,,264761,,,,82261
183750,,,268505,,,,84755
185000,,,274757,,,,89757
186250,,,278507,,,,92257
187500,,,281012,,,,93512
188750,,,282269,,,,93519
190000,,,283510,,,,93510
191250,,,284760,,,,93510
192500,,,286007,,,,93507
193750,,,287430,,,,93680
195000,,,288507,,,,93507
196250,,,289757,,,,93507
197500,,,291008,,,,93508
198750,,,292002,,,,93252
200000,,,292259,,,,92259
201250,,,294699,,,,93449
202500,,,303184,,,,100684
203750,,,304758,,,,101008
205000,,,305142,,,,100142
206250,,,305243,,,,98993
207500,,,307389,,,,99889
208750,,,308506,,,,99756
210000,,,309392,,,,99392
211250,,,312261,,,,101011
212500,,,313509,,,,101009
213750,,,314759,,,,101009
215000,,,316007,,,,101007
216250,,,317259,,,,101009
217500,,,320830,,,,103330
218750,,,322259,,,,103509
220000,,,327260,,,,107260
221250,,,328515,,,,107265
222500,,,331008,,,,108508
223750,,,332260,,,,108510
225000,,,334466,,,,109466
226250,,,334755,,,,108505
227500,,,336006,,,,108506
228750,,,339623,,,,110873
230000,,,341006,,,,111006
231250,,,343510,,,,112260
232500,,,344752,,,,112252
233750,,,346441,,,,112691
235000,,,348510,,,,113510
236250,,,351009,,,,114759
237500,,,352000,,,,114500
238750,,,353505,,,,114755
240000,,,354756,,,,114756
241250,,,354806,,,,113556
242500,,,355814,,,,113314
243750,,,356015,,,,112265
245000,,,357263,,,,112263
246250,,,359598,,,,113348
247500,,,361010,,,,113510
248750,,,361173,,,,112423
250000,,,362259,,,,112259
251250,,,363508,,,,112258
252500,,,364760,,,,112260
253750,,,368519,,,,114769
255000,,,369757,,,,114757
256250,,,371012,,,,114762
257500,,,378508,,,,121008
258750,,,380859,,,,122109
260000,,,381015,,,,121015
261250,,,382898,,,,121648
262500,,,383499,,,,120999
263750,,,385280,,,,121530
265000,,,386015,,,,121015
266250,,,387261,,,,121011
267500,,,389446,,,,121946
268750,,,389764,,,,121014
270000,,,391005,,,,121005
271250,,,392185,,,,120935
272500,,,392259,,,,119759
273750,,,393509,,,,119759
275000,,,394863,,,,119863
276250,,,395601,,,,119351
277500,,,396010,,,,118510
278750,,,400755,,,,122005
280000,,,401010,,,,121010
281250,,,402257,,,,121007
282500,,,403509,,,,121009
283750,,,404758,,,,121008
285000,,,406012,,,,121012
286250,,,407262,,,,121012
287500,,,408510,,,,121010
288750,,,409701,,,,120951
290000,,,410029,,,,120029
291250,,,410989,,,,119739
292500,,,412266,,,,119766
293750,,,412883,,,,119133
295000,,,414757,,,,119757
296250,,,416015,,,,119765
297500,,,417262,,,,119762
298750,,,418644,,,,119894
300000,,,419756,,,,119756
301250,,,421011,,,,119761
302500,,,422260,,,,119760
303750,,,424763,,,,121013
305000,,,426006,,,,121006
306250,,,426072,,,,119822
307500,,,427262,,,,119762
308750,,,429762,,,,121012
310000,,,431009,,,,121009
311250,,,432264,,,,121014
312500,,,433983,,,,121483
313750,,,434005,,,,120255
315000,,,434762,,,,119762
316250,,,435567,,,,119317
317500,,,436010,,,,118510
318750,,,438509,,,,119759
320000,,,439757,,,,119757
321250,,,442261,,,,121011
322500,,,445478,,,,122978
323750,,,446006,,,,122256
325000,,,448507,,,,123507
326250,,,449761,,,,123511
327500,,,451011,,,,123511
328750,,,452261,,,,123511
330000,,,454763,,,,124763
331250,,,455889,,,,124639
332500,,,457260,,,,124760
333750,,,460275,,,,126525
335000,,,464760,,,,129760
336250,,,465177,,,,128927
337500,,,466490,,,,128990
338750,,,466498,,,,127748
340000,,,468512,,,,128512
341250,,,469758,,,,128508
342500,,,472262,,,,129762
343750,,,473509,,,,129759
345000,,,479758,,,,134758
346250,,,481010,,,,134760
347500,,,482258,,,,134758
348750,,,482494,,,,133744
350000,,,484758,,,,134758
351250,,,485073,,,,133823
352500,,,486017,,,,133517
353750,,,487261,,,,133511
355000,,,489763,,,,134763
356250,,,494761,,,,138511
357500,,,496004,,,,138504
358750,,,497262,,,,138512
360000,,,498185,,,,138185
361250,,,501012,,,,139762
362500,,,503513,,,,141013
363750,,,512254,,,,148504
365000,,,516015,,,,151015
366250,,,517253,,,,151003
367500,,,518068,,,,150568
368750,,,518508,,,,149758
370000,,,523518,,,,153518
371250,,,524381,,,,153131
372500,,,524757,,,,152257
373750,,,526012,,,,152262
375000,,,531017,,,,156017
376250,,,533260,,,,157010
377500,,,533511,,,,156011
378750,,,536261,,,,157511
380000,,,538674,,,,158674
381250,,,539757,,,,158507
382500,,,541007,,,,158507
383750,,,543514,,,,159764
385000,,,546940,,,,161940
386250,,,548515,,,,162265
387500,,,549752,,,,162252
388750,,,557261,,,,168511
390000,,,557442,,,,167442
391250,,,560778,,,,169528
392500,,,561004,,,,168504
393750,,,562311,,,,168561
395000,,,563505,,,,168505
396250,,,571013,,,,174763
397500,,,577264,,,,179764
398750,,,579760,,,,181010
400000,,,582255,,,,182255
401250,,,584132,,,,182882
402500,,,588202,,,,185702
403750,,,588511,,,,184761
405000,,,589761,,,,184761
406250,,,591009,,,,184759
407500,,,592257,,,,184757
408750,,,593509,,,,184759
410000,,,594984,,,,184984
411250,,,596568,,,,185318
412500,,,597260,,,,184760
413750,,,598510,,,,184760
415000,,,599766,,,,184766
416250,,,604759,,,,188509
417500,,,608511,,,,191011
418750,,,609759,,,,191009
420000,,,612258,,,,192258
421250,,,613487,,,,192237
422500,,,614763,,,,192263
423750,,,615979,,,,192229
425000,,,617260,,,,192260
426250,,,618510,,,,192260
427500,,,623512,,,,196012
428750,,,626008,,,,197258
430000,,,627260,,,,197260
431250,,,629275,,,,198025
432500,,,629722,,,,197222
433750,,,631008,,,,197258
435000,,,634758,,,,199758
436250,,,637258,,,,201008
437500,,,638509,,,,201009
438750,,,640194,,,,201444
440000,,,642264,,,,202264
441250,,,644764,,,,203514
442500,,,648815,,,,206315
443750,,,650178,,,,206428
445000,,,652262,,,,207262
446250,,,653517,,,,207267
447500,,,657257,,,,209757
448750,,,659757,,,,211007
450000,,,661007,,,,211007
451250,,,667260,,,,216010
452500,,,668310,,,,215810
453750,,,668510,,,,214760
455000,,,672123,,,,217123
456250,,,672260,,,,216010
457500,,,673512,,,,216012
458750,,,674761,,,,216011
460000,,,678512,,,,218512
461250,,,679765,,,,218515
462500,,,680018,,,,217518
463750,,,681007,,,,217257
465000,,,682259,,,,217259
466250,,,682386,,,,216136
467500,,,684756,,,,217256
468750,,,685616,,,,216866
470000,,,686005,,,,216005
471250,,,686238,,,,214988
472500,,,687261,,,,214761
473750,,,688505,,,,214755
475000,,,691008,,,,216008
476250,,,692267,,,,216017
477500,,,692652,,,,215152
478750,,,694760,,,,216010
480000,,,695993,,,,215993
481250,,,697642,,,,216392
482500,,,699765,,,,217265
483750,,,702259,,,,218509
485000,,,711012,,,,226012
486250,,,713833,,,,227583
487500,,,714760,,,,227260
488750,,,716015,,,,227265
490000,,,716784,,,,226784
491250,,,717261,,,,226011
492500,,,719760,,,,227260
493750,,,721010,,,,227260
495000,,,723509,,,,228509
496250,,,724760,,,,228510
497500,,,726014,,,,228514
498750,,,727255,,,,228505
500000,,,729177,,,,229177
501250,,,729759,,,,228509
502500,,,731011,,,,228511
503750,,,733507,,,,229757
505000,,,737263,,,,232263
506250,,,739762,,,,233512
507500,,,740637,,,,233137
508750,,,742265,,,,233515
510000,,,743509,,,,233509
511250,,,743998,,,,232748
512500,,,744755,,,,232255
513750,,,746008,,,,232258
515000,,,747262,,,,232262
516250,,,748509,,,,232259
517500,,,749816,,,,232316
518750,,,751011,,,,232261
520000,,,753510,,,,233510
521250,,,757260,,,,236010
522500,,,759764,,,,237264
523750,,,760062,,,,236312
525000,,,761014,,,,236014
526250,,,766011,,,,239761
527500,,,766772,,,,239272
528750,,,768507,,,,239757
530000,,,770960,,,,240960
531250,,,771016,,,,239766
532500,,,772258,,,,239758
533750,,,773510,,,,239760
535000,,,774764,,,,239764
536250,,,776013,,,,239763
537500,,,778508,,,,241008
538750,,,779758,,,,241008
540000,,,782260,,,,242260
541250,,,784758,,,,243508
542500,,,786010,,,,243510
543750,,,787182,,,,243432
545000,,,787262,,,,242262
546250,,,789762,,,,243512
547500,,,791011,,,,243511
548750,,,792266,,,,243516
550000,,,793834,,,,243834
551250,,,794763,,,,243513
552500,,,799292,,,,246792
553750,,,799421,,,,245671
555000,,,799486,,,,244486
556250,,,799758,,,,243508
557500,,,801010,,,,243510
558750,,,802257,,,,243507
560000,,,803380,,,,243380
561250,,,804759,,,,243509
562500,,,806707,,,,244207
563750,,,807257,,,,243507
565000,,,808510,,,,243510
566250,,,809760,,,,243510
567500,,,811015,,,,243515
568750,,,813505,,,,244755
570000,,,814757,,,,244757
571250,,,817259,,,,246009
572500,,,819759,,,,247259
573750,,,821006,,,,247256
575000,,,822261,,,,247261
576250,,,823508,,,,247258
577500,,,827266,,,,249766
578750,,,828484,,,,249734
580000,,,833514,,,,253514
581250,,,834762,,,,253512
582500,,,836005,,,,253505
583750,,,838511,,,,254761
585000,,,844758,,,,259758
586250,,,848509,,,,262259
587500,,,849759,,,,262259
588750,,,850224,,,,261474
590000,,,851370,,,,261370
591250,,,851526,,,,260276
592500,,,852260,,,,259760
593750,,,853508,,,,259758
595000,,,856727,,,,261727
596250,,,857260,,,,261010
597500,,,859741,,,,262241
598750,,,860797,,,,262047
600000,,,861030,,,,261030
601250,,,862257,,,,261007
602500,,,864756,,,,262256
603750,,,865241,,,,261491
605000,,,868514,,,,263514
606250,,,868612,,,,262362
607500,,,868782,,,,261282
608750,,,871771,,,,263021
610000,,,872260,,,,262260
611250,,,872680,,,,261430
612500,,,873505,,,,261005
613750,,,877254,,,,263504
615000,,,878507,,,,263507
616250,,,879823,,,,263573
617500,,,881011,,,,263511
618750,,,881169,,,,262419
620000,,,883512,,,,263512
621250,,,884186,,,,262936
622500,,,887257,,,,264757
623750,,,888511,,,,264761
625000,,,889758,,,,264758
626250,,,891009,,,,264759
627500,,,891413,,,,263913
628750,,,892260,,,,263510
630000,,,902258,,,,272258
631250,,,906005,,,,274755
632500,,,906870,,,,274370
633750,,,909763,,,,276013
635000,,,913514,,,,278514
636250,,,914757,,,,278507
637500,,,918509,,,,281009
638750,,,919762,,,,281012
640000,,,922257,,,,282257
641250,,,923506,,,,282256
642500,,,923849,,,,281349
643750,,,924766,,,,281016
645000,,,926011,,,,281011
646250,,,928512,,,,282262
647500,,,931009,,,,283509
648750,,,933513,,,,284763
650000,,,933516,,,,283516
651250,,,934763,,,,283513
652500,,,936008,,,,283508
653750,,,936918,,,,283168
655000,,,937266,,,,282266
656250,,,938509,,,,282259
657500,,,942268,,,,284768
658750,,,944759,,,,286009
660000,,,948511,,,,288511
661250,,,949182,,,,287932
662500,,,951007,,,,288507
663750,,,951909,,,,288159
665000,,,953508,,,,288508
666250,,,954384,,,,288134
667500,,,957259,,,,289759
668750,,,959765,,,,291015
670000,,,961009,,,,291009
671250,,,962260,,,,291010
672500,,,963549,,,,291049
673750,,,967258,,,,293508
675000,,,968033,,,,293033
676250,,,968512,,,,292262
677500,,,969763,,,,292263
678750,,,973509,,,,294759
680000,,,974760,,,,294760
681250,,,976012,,,,294762
682500,,,977255,,,,294755
683750,,,978507,,,,294757
685000,,,979764,,,,294764
686250,,,981819,,,,295569
687500,,,982260,,,,294760
688750,,,982883,,,,294133
690000,,,983511,,,,293511
691250,,,984150,,,,292900
692500,,,986012,,,,293512
693750,,,987531,,,,293781
695000,,,988508,,,,293508
696250,,,989763,,,,293513
697500,,,991008,,,,293508
698750,,,994762,,,,296012
700000,,,997259,,,,297259
701250,,,998507,,,,297257
702500,,,999763,,,,297263
703750,,,1001006,,,,297256
705000,,,1001761,,,,296761
706250,,,1002264,,,,296014
707500,,,1008506,,,,301006
708750,,,1009759,,,,301009
710000,,,1011009,,,,301009
711250,,,1012519,,,,301269
712500,,,1016012,,,,303512
713750,,,1019760,,,,306010
715000,,,1020193,,,,305193
716250,,,1021012,,,,304762
717500,,,1023515,,,,306015
718750,,,1024761,,,,306011
720000,,,1029230,,,,309230
721250,,,1029761,,,,308511
722500,,,1031555,,,,309055
723750,,,1032258,,,,308508
725000,,,1033622,,,,308622
726250,,,1034762,,,,308512
727500,,,1034871,,,,307371
728750,,,1037258,,,,308508
730000,,,1039303,,,,309303
731250,,,1042264,,,,311014
732500,,,1043511,,,,311011
733750,,,1046009,,,,312259
735000,,,1046321,,,,311321
736250,,,1047259,,,,311009
737500,,,1048514,,,,311014
738750,,,1049038,,,,310288
740000,,,1049765,,,,309765
741250,,,1051011,,,,309761
742500,,,1052256,,,,309756
743750,,,1054764,,,,311014
745000,,,1057261,,,,312261
746250,,,1058509,,,,312259
747500,,,1060520,,,,313020
748750,,,1063399,,,,314649
750000,,,1064539,,,,314539
751250,,,1064759,,,,313509
752500,,,1066014,,,,313514
753750,,,1067262,,,,313512
755000,,,1069758,,,,314758
756250,,,1071010,,,,314760
757500,,,1072258,,,,314758
758750,,,1073510,,,,314760
760000,,,1077010,,,,317010
761250,,,1078510,,,,317260
762500,,,1081007,,,,318507
763750,,,1082258,,,,318508
765000,,,1084760,,,,319760
766250,,,1086008,,,,319758
767500,,,1086812,,,,319312
768750,,,1093505,,,,324755
770000,,,1093920,,,,323920
771250,,,1094757,,,,323507
772500,,,1096010,,,,323510
773750,,,1096862,,,,323112
775000,,,1097256,,,,322256
776250,,,1099756,,,,323506
777500,,,1102266,,,,324766
778750,,,1103504,,,,324754
780000,,,1107258,,,,327258
781250,,,1108514,,,,327264
782500,,,1112265,,,,329765
783750,,,1113509,,,,329759
785000,,,1114764,,,,329764
786250,,,1115191,,,,328941
787500,,,1116007,,,,328507
788750,,,1121322,,,,332572
790000,,,1122256,,,,332256
791250,,,1123508,,,,332258
792500,,,1126433,,,,333933
793750,,,1127259,,,,333509
795000,,,1129001,,,,334001
796250,,,1131013,,,,334763
797500,,,1132910,,,,335410
798750,,,1133512,,,,334762
800000,,,1136010,,,,336010
801250,,,1138506,,,,337256
802500,,,1139760,,,,337260
803750,,,1140480,,,,336730
805000,,,1141008,,,,336008
806250,,,1144752,,,,338502
807500,,,1148508,,,,341008
808750,,,1148915,,,,340165
810000,,,1149764,,,,339764
811250,,,1153507,,,,342257
812500,,,1154444,,,,341944
813750,,,1154767,,,,341017
815000,,,1156008,,,,341008
816250,,,1157310,,,,341060
817500,,,1157912,,,,340412
818750,,,1162260,,,,343510
820000,,,1163512,,,,343512
821250,,,1164760,,,,343510
822500,,,1171007,,,,348507
823750,,,1172263,,,,348513
825000,,,1174761,,,,349761
826250,,,1176010,,,,349760
827500,,,1178504,,,,351004
828750,,,1179761,,,,351011
830000,,,1180926,,,,350926
831250,,,1181011,,,,349761
832500,,,1182258,,,,349758
833750,,,1186912,,,,353162
835000,,,1187258,,,,352258
836250,,,1188509,,,,352259
837500,,,1191073,,,,353573
838750,,,1192261,,,,353511
840000,,,1192725,,,,352725
841250,,,1197255,,,,356005
842500,,,1201014,,,,358514
843750,,,1202260,,,,358510
845000,,,1206012,,,,361012
846250,,,1207261,,,,361011
847500,,,1208509,,,,361009
848750,,,1209762,,,,361012
850000,,,1211010,,,,361010
851250,,,1212259,,,,361009
852500,,,1213509,,,,361009
853750,,,1214761,,,,361011
855000,,,1217258,,,,362258
856250,,,1225858,,,,369608
857500,,,1226545,,,,369045
858750,,,1229757,,,,371007
860000,,,1231011,,,,371011
861250,,,1233509,,,,372259
862500,,,1233721,,,,371221
863750,,,1236013,,,,372263
865000,,,1237260,,,,372260
866250,,,1238510,,,,372260
867500,,,1241012,,,,373512
868750,,,1244119,,,,375369
870000,,,1247257,,,,377257
871250,,,1247529,,,,376279
872500,,,1248506,,,,376006
873750,,,1253376,,,,379626
875000,,,1254763,,,,379763
876250,,,1258503,,,,382253
877500,,,1258715,,,,381215
878750,,,1259756,,,,381006
880000,,,1260442,,,,380442
881250,,,1261010,,,,379760
882500,,,1262438,,,,379938
883750,,,1263512,,,,379762
885000,,,1264760,,,,379760
886250,,,1266011,,,,379761
887500,,,1267261,,,,379761
888750,,,1268512,,,,379762
890000,,,1269765,,,,379765
891250,,,1272255,,,,381005
892500,,,1273511,,,,381011
893750,,,1274760,,,,381010
895000,,,1276014,,,,381014
896250,,,1278143,,,,381893
897500,,,1278507,,,,381007
898750,,,1279756,,,,381006
900000,,,1282259,,,,382259
901250,,,1283506,,,,382256
902500,,,1284760,,,,382260
903750,,,1286620,,,,382870
905000,,,1287263,,,,382263
906250,,,1289761,,,,383511
907500,,,1291009,,,,383509
908750,,,1294765,,,,386015
910000,,,1299760,,,,389760
911250,,,1301007,,,,389757
912500,,,1302261,,,,389761
913750,,,1304759,,,,391009
915000,,,1305392,,,,390392
916250,,,1307257,,,,391007
917500,,,1308506,,,,391006
918750,,,1309761,,,,391011
920000,,,1311660,,,,391660
921250,,,1313512,,,,392262
922500,,,1316015,,,,393515
923750,,,1317258,,,,393508
925000,,,1318514,,,,393514
926250,,,1319757,,,,393507
927500,,,1321007,,,,393507
928750,,,1322258,,,,393508
930000,,,1323512,,,,393512
931250,,,1324359,,,,393109
932500,,,1326014,,,,393514
933750,,,1328506,,,,394756
935000,,,1329760,,,,394760
936250,,,1331456,,,,395206
937500,,,1333508,,,,396008
938750,,,1336012,,,,397262
940000,,,1337260,,,,397260
941250,,,1338513,,,,397263
942500,,,1339581,,,,397081
943750,,,1342259,,,,398509
945000,,,1347391,,,,402391
946250,,,1348510,,,,402260
947500,,,1349756,,,,402256
948750,,,1351012,,,,402262
950000,,,1357260,,,,407260
951250,,,1359761,,,,408511
952500,,,1361007,,,,408507
953750,,,1362259,,,,408509
955000,,,1366008,,,,411008
956250,,,1367256,,,,411006
957500,,,1367466,,,,409966
958750,,,1368512,,,,409762
960000,,,1369058,,,,409058
961250,,,1371006,,,,409756
962500,,,1372257,,,,409757
963750,,,1373510,,,,409760
965000,,,1374765,,,,409765
966250,,,1376011,,,,409761
967500,,,1376562,,,,409062
968750,,,1377260,,,,408510
970000,,,1379762,,,,409762
971250,,,1379788,,,,408538
972500,,,1383507,,,,411007
973750,,,1384759,,,,411009
975000,,,1386011,,,,411011
976250,,,1388503,,,,412253
977500,,,1391006,,,,413506
978750,,,1392262,,,,413512
980000,,,1393516,,,,413516
981250,,,1394760,,,,413510
982500,,,1395513,,,,413013
983750,,,1396012,,,,412262
985000,,,1396979,,,,411979
986250,,,1397259,,,,411009
987500,,,1398509,,,,411009
988750,,,1399758,,,,411008
990000,,,1400147,,,,410147
991250,,,1401009,,,,409759
992500,,,1402259,,,,409759
993750,,,1404494,,,,410744
995000,,,1406011,,,,411011
996250,,,1407266,,,,411016
997500,,,1408511,,,,411011
998750,,,1411010,,,,412260
1000000,,,1413509,,,,413509
1001250,,,1414759,,,,413509
1002500,,,1416007,,,,413507
1003750,,,1416621,,,,412871
1005000,,,1417262,,,,412262
1006250,,,1418510,,,,412260
1007500,,,1419326,,,,411826
1008750,,,1422260,,,,413510
1010000,,,1428511,,,,418511
1011250,,,1433509,,,,422259
1012500,,,1435223,,,,422723
1013750,,,1437264,,,,423514
1015000,,,1438509,,,,423509
1016250,,,1439764,,,,423514
1017500,,,1443509,,,,426009
1018750,,,1444762,,,,426012
1020000,,,1447255,,,,427255
1021250,,,1448154,,,,426904
1022500,,,1451007,,,,428507
1023750,,,1451698,,,,427948
1025000,,,1453513,,,,428513
1026250,,,1456011,,,,429761
1027500,,,1457260,,,,429760
1028750,,,1459763,,,,431013
1030000,,,1462265,,,,432265
1031250,,,1463506,,,,432256
1032500,,,1466012,,,,433512
1033750,,,1468515,,,,434765
1035000,,,1469758,,,,434758
1036250,,,1471003,,,,434753
1037500,,,1474762,,,,437262
1038750,,,1476007,,,,437257
1040000,,,1476318,,,,436318
1041250,,,1481006,,,,439756
1042500,,,1482262,,,,439762
1043750,,,1482694,,,,438944
1045000,,,1483515,,,,438515
1046250,,,1484759,,,,438509
1047500,,,1487254,,,,439754
1048750,,,1488509,,,,439759
1050000,,,1491596,,,,441596
1051250,,,1492264,,,,441014
1052500,,,1494551,,,,442051
1053750,,,1496015,,,,442265
1055000,,,1497262,,,,442262
1056250,,,1502257,,,,446007
1057500,,,1506008,,,,448508
1058750,,,1508096,,,,449346
1060000,,,1509758,,,,449758
1061250,,,1511004,,,,449754
1062500,,,1513516,,,,451016
1063750,,,1514755,,,,451005
1065000,,,1514844,,,,449844
1066250,,,1515777,,,,449527
1067500,,,1516013,,,,448513
1068750,,,1517265,,,,448515
1070000,,,1521016,,,,451016
1071250,,,1526009,,,,454759
1072500,,,1527262,,,,454762
1073750,,,1529760,,,,456010
1075000,,,1530304,,,,455304
1076250,,,1532256,,,,456006
1077500,,,1533352,,,,455852
1078750,,,1534761,,,,456011
1080000,,,1536118,,,,456118
1081250,,,1537261,,,,456011
1082500,,,1537271,,,,454771
1083750,,,1537371,,,,453621
1085000,,,1538513,,,,453513
1086250,,,1541010,,,,454760
1087500,,,1542259,,,,454759
1088750,,,1543508,,,,454758
1090000,,,1544764,,,,454764
1091250,,,1546009,,,,454759
1092500,,,1547259,,,,454759
1093750,,,1550197,,,,456447
1095000,,,1550369,,,,455369
1096250,,,1553512,,,,457262
1097500,,,1554056,,,,456556
1098750,,,1555320,,,,456570
1100000,,,1559763,,,,459763
1101250,,,1562260,,,,461010
1102500,,,1563510,,,,461010
1103750,,,1564759,,,,461009
1105000,,,1566008,,,,461008
1106250,,,1568989,,,,462739
1107500,,,1571014,,,,463514
1108750,,,1572258,,,,463508
1110000,,,1573511,,,,463511
1111250,,,1575122,,,,463872
1112500,,,1576017,,,,463517
1113750,,,1577265,,,,463515
1115000,,,1579759,,,,464759
1116250,,,1581110,,,,464860
1117500,,,1582265,,,,464765
1118750,,,1584760,,,,466010
1120000,,,1586011,,,,466011
1121250,,,1587263,,,,466013
1122500,,,1587618,,,,465118
1123750,,,1588513,,,,464763
1125000,,,1594760,,,,469760
1126250,,,1597266,,,,471016
1127500,,,1598344,,,,470844
1128750,,,1598524,,,,469774
1130000,,,1599758,,,,469758
1131250,,,1602260,,,,471010
1132500,,,1603509,,,,471009
1133750,,,1605455,,,,471705
1135000,,,1606009,,,,471009
1136250,,,1607246,,,,470996
1137500,,,1607261,,,,469761
1138750,,,1609757,,,,471007
1140000,,,1611883,,,,471883
1141250,,,1612262,,,,471012
1142500,,,1613509,,,,471009
1143750,,,1614764,,,,471014
1145000,,,1616006,,,,471006
1146250,,,1617268,,,,471018
1147500,,,1621012,,,,473512
1148750,,,1621719,,,,472969
1150000,,,1622256,,,,472256
1151250,,,1622712,,,,471462
1152500,,,1627263,,,,474763
1153750,,,1628506,,,,474756
1155000,,,1633506,,,,478506
1156250,,,1634757,,,,478507
1157500,,,1636009,,,,478509
1158750,,,1636297,,,,477547
1160000,,,1637261,,,,477261
1161250,,,1641011,,,,479761
1162500,,,1644761,,,,482261
1163750,,,1647260,,,,483510
1165000,,,1651006,,,,486006
1166250,,,1653508,,,,487258
1167500,,,1657265,,,,489765
1168750,,,1658296,,,,489546
1170000,,,1659759,,,,489759
1171250,,,1661008,,,,489758
1172500,,,1663509,,,,491009
1173750,,,1668511,,,,494761
1175000,,,1669682,,,,494682
1176250,,,1669757,,,,493507
1177500,,,1672259,,,,494759
1178750,,,1674479,,,,495729
1180000,,,1674757,,,,494757
1181250,,,1678227,,,,496977
1182500,,,1678553,,,,496053
1183750,,,1679760,,,,496010
1185000,,,1682254,,,,497254
1186250,,,1683510,,,,497260
1187500,,,1684766,,,,497266
1188750,,,1687264,,,,498514
1190000,,,1688414,,,,498414
1191250,,,1688512,,,,497262
1192500,,,1694647,,,,502147
1193750,,,1696012,,,,502262
1195000,,,1696817,,,,501817
1196250,,,1697262,,,,501012
